NCGC00508820-02	1	3	14.002064335687901	-4.232013825042025	14.002064335687901	0.03196734225632403	0.2810110946003774	691.868	640.4600000000003	691.33822379191	268	0	0.33046179212448695	-0.7708098502675378	0.7708098502675378	0.33046179212448695	1.1875	1.8958333333333333	2.5625	32.25844923666435	9.936962798083252	2.466084595473058	-2.438409058087089	2.31620416956794	-2.5207629455814375	7.979489561213681	-0.1574545646182669	1.9962101418834644	1430.91890527885	35.59528288038878	28.79421856216513	29.688645753165044	22.659141943342274	16.649785466442395	18.528935521310615	12.811388834435165	15.374147569625416	8.760898521141675	11.13544124934452	6.082317303222449	8.197373709298912	-3.46	17373667982.43478	38.98291439463011	17.795811741135925	10.774609542940873	283.6470466068901	44.14343779199024	24.192215158900257	5.693927994848461	11.797903651377414	5.907179729351506	5.969305287951849	14.383611552215466	13.987414197183497	0.0	0.0	64.49587095585791	38.42799778743705	42.97578852355409	12.524788010674312	42.20033838783622	33.78044825991828	0.0	20.100586586654494	11.835812092322787	84.30459970154851	38.476635636309666	53.801019976752094	0.0	0.0	5.316788604006331	0.0	0.0	0.0	114.19523070729993	35.75483469584	11.835812092322787	70.76325554494196	46.63351899693108	0.0	0.0	0.0	182.40999999999997	51.507641264989964	33.04632449698282	0.0	67.29781392610217	25.20737374780699	6.263162995639057	17.05194994451824	32.07553471988289	32.59485852961298	10.30076712495354	9.154013890853395	38.94641266919865	0.0	60.28640588097782	11.942082641736693	0.5088123348129021	-3.1777393901986377	-1.431836958618234	6.709399397712973	12.920699471642079	-4.232013825042025	0.6176470588235294	48	2	13	0	2	2	0	1	1	11	3	14	7	0	1	1	3	2.0016000000000025	180.96579999999952	0	1	1	0	0	1	0	0	0	0	4	4	0	0	0	3	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCGC00274270-01	1	3	12.775390463718086	-1.4531894804216536	12.775390463718086	0.009167076802762963	0.17450053676995653	687.8240000000004	630.3680000000002	687.3829908839999	276	0	0.3082938351562242	-0.46225570770650387	0.46225570770650387	0.3082938351562242	1.0833333333333333	1.7916666666666667	2.4166666666666665	16.729368582183035	9.822620480464234	2.4920947344508453	-2.4762988775606662	2.346722231687351	-2.6313646166544795	5.698571157447077	-0.32854230932295725	1.9010473185658214	1069.6372758536347	35.75841958720531	29.161563698432825	29.161563698432825	22.586662298270838	16.77329009448841	16.77329009448841	13.885695324549667	13.885695324549667	9.504989223023054	9.504989223023054	6.797062685798435	6.797062685798435	-1.82	11248269716.98824	40.60811127015907	18.426231972252328	10.83820242756112	283.1209592862736	63.64826161192612	36.805992461871064	12.580053458670426	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	31.22781762702615	53.12318927967503	26.372262410055562	49.08646077856378	63.54288906514746	12.255465811081404	0.0	4.899909730850478	11.835812092322787	138.95769950192934	27.812023471144833	24.304080427335524	0.0	0.0	0.0	0.0	0.0	0.0	149.65867857581705	38.010252090943936	11.835812092322787	59.79905691339255	24.304080427335524	0.0	0.0	0.0	193.91	97.46667554557604	35.12171134234717	0.0	31.78725287945234	12.706982146055566	0.0	14.033534740968157	51.07078841608774	12.999757306524504	0.0	28.421177722800294	35.65928672038403	0.0	26.501848698555737	54.8696507171882	-1.4531894804216536	-1.6276952704591565	-0.6976936073306723	-3.1450721062805687	6.629963957158605	4.846233704538802	0.8235294117647058	48	5	14	0	3	3	0	0	0	14	5	14	8	0	2	2	3	0.45710000000000567	172.38099999999957	0	5	4	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCGC00166266-03	1	20	10.7146043984993	-0.9732716790922307	10.7146043984993	0.21341769603719474	0.7273566960346624	316.30899999999997	300.18100000000004	316.09468823199995	120	0	0.33518286156003074	-0.49346489043252284	0.49346489043252284	0.33518286156003074	0.6956521739130435	1.0434782608695652	1.3478260869565217	16.49038721927836	10.195587042163702	2.030757803361668	-2.0811558654722027	2.1382216009800317	-2.0521381449476475	5.876035268289981	0.06857152267411971	1.688289699828936	600.9878770931131	16.656489770562878	12.26754284993202	12.26754284993202	11.058550648063802	6.983794855709148	6.983794855709148	4.709536734449572	4.709536734449572	3.028666315864832	3.028666315864832	1.8264412763462112	1.8264412763462112	-3.0199999999999996	148950.1631947985	16.352227942359193	7.837547078710873	5.031184888502175	132.45181006103738	19.68678069728151	11.49902366656781	0.0	0.0	0.0	11.938610575903699	0.0	9.589074368143644	0.0	0.0	0.0	48.53093654769288	6.4208216229260096	24.340666912419827	29.275855065425155	11.938610575903699	0.0	0.0	0.0	6.4208216229260096	13.213763929025836	59.65783953108687	0.0	11.49902366656781	9.473725907600098	0.0	11.49902366656781	0.0	35.36542929461095	0.0	0.0	27.136798974463645	48.53093654769288	0.0	0.0	0.0	93.06000000000002	11.938610575903699	9.589074368143644	0.0	11.126902983393991	31.133609218519656	0.0	24.26546827384644	24.26546827384644	0.0	0.0	19.68678069728151	10.957209771215904	0.0	21.4292087969986	17.575192054055073	0.4268353920743897	-0.7505968561268468	12.361536602259905	0.6402420319979846	0.8603722075249853	0.0	0.17647058823529413	23	2	6	0	0	0	2	0	2	4	2	6	8	0	0	0	2	2.930900000000001	82.40960000000005	0	0	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCGC00167515-03	1	3	12.362853438063816	-1.369016653515837	12.362853438063816	0.13499824846110253	0.12663809076919272	565.7960000000004	510.35600000000034	565.4090864799999	230	0	0.3512327833227265	-0.39356685388765933	0.39356685388765933	0.3512327833227265	0.825	1.3	1.725	16.563076104393573	10.029622215472436	2.4329374952830816	-2.16865952846611	2.277248547864747	-2.3574018017215446	5.890456433626995	-0.11588064175326952	1.4265995576920274	863.7175955124347	29.00357846436724	24.77415686894663	24.77415686894663	19.472764210436896	15.990413459682145	15.990413459682145	11.393620145718478	11.393620145718478	7.896176435005654	7.896176435005654	5.355156002171803	5.355156002171803	-1.81	579806608.5093719	34.39152929691785	20.97439738496211	13.235196769204329	240.29742937295498	25.373233742328495	24.129761941079934	6.22790117073487	5.907179729351506	0.0	5.689743398203474	9.361636831863176	4.794537184071822	4.9839785209472085	0.0	122.49852641235884	12.487188691387619	12.617665194539086	6.606881964512918	24.85098232239399	11.725042507186533	0.0	9.551078168738563	0.0	159.87996999219064	11.923670568519249	22.747491222349982	0.0	0.0	11.006532002209806	5.817862777835028	0.0	0.0	55.696621210370004	9.53140013787187	0.0	141.56807082894574	17.057747824146507	0.0	0.0	0.0	133.91	36.83642569669617	24.90865655266576	0.0	11.725042507186533	6.4208216229260096	23.829564516569384	114.99635660689088	0.0	0.0	17.224504324644162	4.736862953800049	6.395618102920425	0.0	28.442297183885866	31.823418224206442	-0.725798644272176	-0.05524100204541016	1.448920167403966	21.714275664945447	1.789843636288777	0.0	0.8387096774193549	40	4	9	0	1	1	0	1	1	8	4	9	23	0	1	1	2	5.615200000000007	158.1500999999998	0	3	3	0	0	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
NCGC00095123-10	1	3	13.39042688612879	-1.1437572509191518	13.39042688612879	0.16328285110320118	0.14091024962797447	610.6709999999999	576.3990000000001	610.253982808	232	0	0.5111460014966	-0.46493572465193606	0.5111460014966	0.46493572465193606	0.9555555555555556	1.7333333333333334	2.466666666666667	16.795821140175935	9.978592814326053	2.2466630373788394	-2.220802855369865	2.312278971151358	-2.2644472756071528	6.0222666320986145	-0.0913750084534705	1.222997079290457	1762.6183384983417	31.174786860691537	25.140858688053935	25.140858688053935	21.995534936090944	15.125636771678673	15.125636771678673	10.797860567434935	10.797860567434935	7.708431637614487	7.708431637614487	5.62246903035752	5.62246903035752	-5.260000000000001	24517536161.998604	29.795805869066374	13.581235805681795	6.79270353187758	259.21223667879013	18.947451815200196	6.103966387748303	5.824404497999927	6.290026729335213	6.010464839586836	12.124670917490608	4.567099647791355	14.68775617644468	4.9839785209472085	5.098681808301038	61.018125239080504	71.85688249471862	12.487188691387619	29.748491297355013	28.536526183343838	23.15807235272313	0.0	30.175211976650374	0.0	64.8903320370074	6.606881964512918	77.85694073647171	0.0	28.52522381267775	4.736862953800049	4.794537184071822	6.010464839586836	0.0	61.30075797573741	20.755345267312723	0.0	61.873022681477124	66.73003775307771	0.0	33.54816040832343	0.0	143.33999999999997	18.41469764682582	9.589074368143644	0.0	11.6674178794453	36.019909143244774	54.357914081418045	6.923737199690624	12.13273413692322	66.08814046363646	25.60811232885902	18.947451815200196	23.89627941839116	0.0	30.336062408541743	14.300705206502487	5.21786415954991	-0.07148961782598717	21.53431421092837	2.6519082256669044	4.134355988245421	0.0	0.3333333333333333	45	1	12	1	0	1	3	2	5	11	1	12	10	1	0	1	6	6.319100000000007	164.37019999999956	0	0	0	0	0	6	1	0	0	0	2	2	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCGC00016557-06	1	10	5.807246176560682	0.5811346431130813	5.807246176560682	0.5811346431130813	0.45866734885075383	395.4990000000002	366.26700000000017	395.209658408	154	0	0.16134917175809205	-0.48999108748910203	0.48999108748910203	0.16134917175809205	0.6551724137931034	1.2413793103448276	1.896551724137931	16.522949955108967	10.02327707817744	2.126457395755349	-2.14660679561901	2.3487663430886205	-2.0128146011280452	5.877420699250376	0.28726555323081	1.9908349271567478	955.008678763129	20.639617433688315	17.65719254761553	17.65719254761553	14.193733105501336	10.25327959075684	10.25327959075684	6.467639798742692	6.467639798742692	4.490305259997794	4.490305259997794	3.3168644119990187	3.3168644119990187	-2.9499999999999997	3770886.187121868	20.775785695902087	10.007568452879452	4.912562875975495	172.1284697858397	18.947451815200196	0.0	22.99804733313562	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	6.06636706846161	68.97645984723233	18.003889409003882	32.121455852900134	18.947451815200196	10.772448428929591	0.0	4.9839785209472085	0.0	34.11577042168851	26.427527858051672	53.852425468928196	0.0	22.99804733313562	18.947451815200196	0.0	22.99804733313562	0.0	31.411506378998883	6.4208216229260096	0.0	38.952328285307956	42.595045982382736	0.0	10.772448428929591	0.0	49.81	0.0	0.0	0.0	0.0	32.84834948097768	45.02787524861067	0.0	0.0	64.22362771268362	11.050345589408819	18.947451815200196	23.005839987364297	0.0	4.6450345647518265	2.142702656807545	2.0989421926177885	3.042768185015591	12.121752246621023	2.522943594104308	10.253349906050955	0.0	0.375	29	0	5	0	0	0	2	1	3	5	0	5	10	0	0	0	3	5.420400000000006	115.66700000000007	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCGC00018248-26	1	10	12.536403979801797	-4.226944908107276	12.536403979801797	0.012367541152263017	0.7133080413652526	352.41700000000003	338.30500000000006	352.04312150791	122	0	0.27864548031768577	-0.7513959891030274	0.7513959891030274	0.27864548031768577	1.434782608695652	2.130434782608696	2.782608695652174	32.26390375986215	10.123835047727873	2.3124411385218493	-2.481223507878918	2.3695622152930778	-2.4098970131059176	7.9537143146885425	-0.1133333474783524	2.067759734881107	874.412262931828	16.775656403009393	12.308598889803415	14.019522661731056	10.8194043363257	6.643385887397379	9.037392807165284	4.988566634982448	8.345963552179073	3.4632715103744136	6.280211275787519	2.317699693413958	4.508594648217155	-2.23	168046.91473444315	15.657548799561171	5.443739494763902	2.5202652042675386	137.22414937366176	9.65927726853107	0.0	16.58776266455134	0.0	5.907179729351506	0.0	14.416541779374388	19.59245359700024	0.0	11.336785877934737	12.13273413692322	19.056471336613843	28.580597715206334	0.0	18.66271294476736	38.53426554267031	0.0	9.289194512243443	0.0	11.819220675208399	12.36446058668352	46.59994984391364	0.0	0.0	5.316788604006331	5.131558479839333	0.0	11.336785877934737	36.112221984967675	15.194113767960385	6.923737199690624	10.440598685398296	41.05483463403313	0.0	5.759164871656176	0.0	105.59	16.30675631324007	18.66271294476736	0.0	21.91513915192678	5.131558479839333	9.182363184997534	30.517191997535146	18.329577708536295	6.923737199690624	10.30076712495354	0.0	25.878823643654993	1.2550434093390441	17.315266550420546	13.222394206139246	-0.2089916120769293	-1.110063775510203	6.019578800528476	1.5901752776727975	1.8322267538702723	-2.9888976984826856	0.14285714285714285	23	2	7	0	1	1	1	1	2	6	3	9	2	0	0	0	3	1.6832199999999997	87.81530000000004	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NCGC00386194-01	1	10	13.292117054343603	-1.381307283600447	13.292117054343603	0.1518978263268378	0.06925054489589073	663.4059999999997	599.9020000000002	662.4095364159998	258	0	0.3057796324169954	-0.4557462950346158	0.4557462950346158	0.3057796324169954	0.9545454545454546	1.5227272727272727	2.0454545454545454	35.495746310208176	9.922042397893696	2.5021072449432853	-2.447632021801778	2.3293587772682285	-2.6530062376816117	7.98647190086099	-0.21846378330358257	1.7644184288249252	805.7314796132029	32.48455241637956	28.184921195892905	29.757346722839085	21.136666670583914	17.52514634193707	19.24948322412781	13.190778831701024	14.81521106500931	9.35904063087028	10.474480061222366	6.720419229529077	7.651004157648068	-0.5800000000000003	2861354859.8082356	39.59807182514093	22.073158253525783	13.266703441433414	276.6453527654108	25.00356930128784	23.747897534813994	6.103966387748303	5.907179729351506	0.0	5.969305287951849	14.488984098994122	0.0	0.0	23.36282483962363	97.3181554974194	45.40754928081864	12.965578028838586	17.460769526501647	29.27585506542515	35.23930985692699	0.0	10.216698334856808	5.917906046161393	177.23781263787805	19.84819757210117	0.0	0.0	0.0	5.316788604006331	0.0	0.0	23.36282483962363	94.15028055900035	19.06280027574374	5.917906046161393	129.92517918881407	0.0	0.0	0.0	0.0	108.33	47.24009790786783	19.802129157825057	0.0	18.369842181425476	5.917906046161393	45.06968614346864	75.97010117865123	13.179506383202028	7.04767198267719	24.064172734238056	21.074665797832616	11.85301864183754	7.817966471719601	28.041355216546897	24.614790966345264	-0.7019423478829572	-0.07422105304524673	-1.004798239698629	16.26643737011446	7.011322902921935	1.953847848918913	0.9411764705882353	44	3	8	0	2	2	0	0	0	8	3	10	22	0	2	2	2	6.421700000000007	181.06029999999947	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0
NCGC00344566-01	1	3	13.844919926754343	-4.990674925287257	13.844919926754343	0.06095665634151448	0.39632553373455215	538.4640000000003	513.2640000000002	538.1814882	204	0	0.41593666274071667	-0.349607751192925	0.41593666274071667	0.349607751192925	1.027027027027027	1.6486486486486487	2.189189189189189	19.41717218622339	9.81226475822406	2.4254274554342703	-2.4598372836405833	2.397136430243439	-2.5706962559608484	5.990670612382286	-0.23685210827122022	1.6024167146657118	1019.5058777477497	26.957454678884098	19.727900186278863	19.727900186278863	17.3077002193691	11.788388413526434	11.788388413526434	9.340442830835242	9.340442830835242	6.783320390567778	6.783320390567778	4.9482317466457175	4.9482317466457175	-2.4499999999999984	118959626.12128504	27.58120384538326	10.73257308078723	6.709609045260966	207.26721998374538	9.473725907600098	6.1716753955102925	12.125646515092482	0.0	0.0	18.383711547225023	4.899909730850478	9.184952231746642	31.33489501868459	5.114250125629398	5.114250125629398	62.28748243463787	6.544756405912575	36.42434857071575	45.00116842539567	11.866734298095341	0.0	4.899909730850478	21.138811030055855	69.56713006802339	19.696394776338067	34.88945568047582	0.0	0.0	0.0	35.52744251779556	0.0	0.0	54.96658175927735	21.826322942487046	5.917906046161393	55.401344554233944	33.42000618927929	0.0	0.0	0.0	75.85	54.11812387236078	35.52744251779556	0.0	36.53498276250276	44.36077703453984	0.0	6.923737199690624	0.0	4.899909730850478	15.220904983894464	9.473725907600098	105.6950091649249	0.0	16.963596906244156	7.0840073069549145	-3.1891053551688744	0.02959472195673518	0.047945175423111275	-11.599623521221126	1.9685756008862076	0.0	0.6521739130434783	37	0	7	1	2	3	1	0	1	5	0	14	6	1	1	2	4	6.341300000000006	115.58800000000005	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	7	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCGC00164555-03	1	3	12.100958679768205	-0.8703843852355755	12.100958679768205	0.06857048374905528	0.28041853664893823	305.29	290.17	305.10117058	116	0	0.31475027803887157	-0.5040620917971377	0.5040620917971377	0.31475027803887157	1.4090909090909092	2.0	2.4545454545454546	16.629591470369217	10.0863688346303	2.1996863864256873	-2.1722969187140695	2.361490177193714	-2.3083182787535477	6.013783100491275	-0.3855098299006028	3.3309910511207925	671.7912617869265	16.861442840636293	12.107077218833354	12.107077218833354	10.348972970349209	6.466026407627588	6.466026407627588	4.3121313004979775	4.3121313004979775	3.001225473325071	3.001225473325071	1.8375108684662207	1.8375108684662207	-3.0800000000000005	51842.09529796855	16.972854122621563	7.0792722038111915	3.5167218148108774	126.21671568109325	15.11296452053189	11.642325842861542	5.749511833283905	5.749511833283905	5.907179729351506	5.687386274683562	14.908855452837393	0.0	5.261891554738487	0.0	0.0	31.553313066373736	19.15587988028676	4.923311048817671	19.930903022570902	17.67058611086895	5.261891554738487	4.899909730850478	0.0	13.847474399381248	13.08951281182515	33.38360842745506	0.0	17.568244979360085	0.0	5.687386274683562	11.49902366656781	0.0	39.03296811052622	4.794537184071822	21.44543113629633	19.410925891078243	17.705838666992488	0.0	6.076020106833881	0.0	127.7	28.016900719420548	25.12191024251881	0.0	11.136556021766264	13.08951281182515	18.208754243757102	4.899909730850478	19.91669571217352	0.0	0.0	5.261891554738487	0.0	0.0	23.440802933087838	38.77669510634067	-0.8602112727807163	-2.0773399050978405	3.749110213529856	1.1317592592592594	4.339183665660938	0.0	0.2857142857142857	22	2	8	0	0	0	1	0	1	6	2	8	5	0	0	0	1	1.78138	77.94400000000002	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
